,Gene,Transcription Rates mRNA/hr,Key,Value
6037,YPR031W,13,YPR031W,NTO1
6038,YPR037C,13,YPR037C,ERV2
6039,YPR038W,#N/A-nc,,
6040,YPR039W,#N/A-se,,
6041,YPR040W,59,YPR040W,TIP41
6042,YPR042C,33,YPR042C,PUF2
6043,YPR044C,16,YPR044C,OPI11
6044,YPR045C,27,YPR045C,THP3
6045,YPR048W,13,YPR048W,TAH18
6046,YPR049C,23,YPR049C,ATG11
6047,YPR050C,14,YPR050C,
6048,YPR053C,13,YPR053C,
6049,YPR059C,17,YPR059C,
6050,YPR061C,23,YPR061C,JID1
6051,YPR063C,12,YPR063C,
6052,YPR064W,#N/A-nc,,
6053,YPR067W,21,YPR067W,ISA2
6054,YPR070W,15,YPR070W,MED1
6055,YPR071W,12,YPR071W,
6056,YPR072W,22,YPR072W,NOT5
6057,YPR076W,#N/A-se,,
6058,YPR077C,37,YPR077C,
6059,YPR078C,60,YPR078C,
6060,YPR079W,20,YPR079W,MRL1
6061,YPR081C,24,YPR081C,GRS2
6062,YPR082C,16,YPR082C,DIB1
6063,YPR083W,#N/A-nc,,
6064,YPR084W,21,YPR084W,
6065,YPR085C,18,YPR085C,ASA1
6066,YPR087W,39,YPR087W,VPS69
6067,YPR089W,#N/A-nc,,
6068,YPR090W,22,,
6069,YPR091C,18,YPR091C,NVJ2
6070,YPR092W,27,YPR092W,
6071,YPR093C,17,YPR093C,ASR1
6072,YPR094W,17,YPR094W,RDS3
6073,YPR095C,#N/A-nc,,
6074,YPR096C,19,YPR096C,
6075,YPR097W,14,YPR097W,
6076,YPR098C,19,YPR098C,
6077,YPR099C,23,YPR099C,
6078,YPR1,17,,
6079,YPR100W,13,YPR100W,MRPL51
6080,YPR105C,15,YPR105C,COG4
6081,YPR109W,12,YPR109W,
6082,YPR112C,8,YPR112C,MRD1
6083,YPR114W,13,YPR114W,
6084,YPR115W,19,YPR115W,RGC1
6085,YPR116W,#N/A-nc,,
6086,YPR117W,22,YPR117W,
6087,YPR118W,12,YPR118W,MRI1
6088,YPR121W,16,YPR121W,THI22
6089,YPR123C,18,YPR123C,
6090,YPR125W,13,YPR125W,YLH47
6091,YPR126C,15,YPR126C,
6092,YPR127W,13,YPR127W,
6093,YPR128C,12,YPR128C,ANT1
6094,YPR130C,#N/A-nc,,
6095,YPR131C,13,YPR131C,NAT3
6096,YPR133C,23,YPR133C,SPN1
6097,YPR136C,#N/A-nc,,
6098,YPR137W,13,YPR137W,RRP9
6099,YPR139C,12,YPR139C,LOA1
6100,YPR140W,15,YPR140W,TAZ1
6101,YPR142C,26,YPR142C,
6102,YPR143W,13,YPR143W,RRP15
6103,YPR144C,12,YPR144C,NOC4
6104,YPR146C,10,YPR146C,
6105,YPR147C,9,YPR147C,
6106,YPR148C,16,YPR148C,
6107,YPR150W,#N/A-se,,
6108,YPR151C,34,YPR151C,SUE1
6109,YPR152C,28,YPR152C,URN1
6110,YPR153W,16,YPR153W,MAY24
6111,YPR154W,#N/A-se,,
6112,YPR156C,17,YPR156C,TPO3
6113,YPR157W,#N/A-nc,,
6114,YPR158W,96,YPR158W,CUR1
6115,YPR169W,14,YPR169W,JIP5
6116,YPR170C,#N/A-nc,,
6117,YPR171W,#N/A-nc,,
6118,YPR172W,10,YPR172W,
6119,YPR174C,26,YPR174C,
6120,YPR177C,#N/A-se,,
6121,YPR179C,13,YPR179C,HDA3
6122,YPR184W,28,YPR184W,GDB1
6123,YPR188C,16,YPR188C,MLC2
6124,YPR192W,#N/A-se,,
6125,YPR194C,9,YPR194C,OPT2
6126,YPR195C,11,YPR195C,
6127,YPR196W,18,YPR196W,
6128,YPR197C,#N/A-nc,,
6129,YPR202W,#N/A-nc,,
6130,YPR203W,20,YPR203W,
6131,YPR204W,15,YPR204W,
6132,YPS1,18,,
6133,YPS2,12,,
6134,YPS4,26,,
6135,YPS5,#N/A-se,,
6136,YPS6,#N/A-se,,
6137,YPS7,25,,
6138,YPT1,26,,
6139,YPT10,14,,
6140,YPT11,8,,
6141,YPT31,16,,
6142,YPT32,13,,
6143,YPT52,31,,
6144,YPT53,23,,
6145,YPT6,20,,
6146,YPT7,14,,
6147,YRA1,11,,
6148,YRB1,19,,
6149,YRB2,17,,
6150,YRO2,16,,
6151,YRR1,41,,
6152,YSA1,19,,
6153,YSC83,18,,
6154,YSC84,24.5,,
6155,YSH1,18,,
6156,YSP3,12,,
6157,YSW1,23,,
6158,YSY6,13,,
6159,YTA6,17,,
6160,YTA7,20,,
6161,YTH1,20,,
6162,YTM1,9,,
6163,YTP1,15,,
6164,YUH1,12,,
6165,YUR1,#N/A-nc,,
6166,YVH1,9,,
6167,ZAP1,16,,
6168,ZDS1,12,,
6169,ZDS2,17,,
6170,ZEO1,15,,
6171,ZIP1,22,,
6172,ZMS1,12,,
6173,ZRC1,13,,
6174,ZRT1,11,,
6175,ZRT2,12,,
6176,ZTA1,18,,
6177,ZUO1,21,,
6178,ZWF1,16,,
6179,,,,
